text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
They called me Sarah,neutral,mild,neutral,4,20,0
Sarah is a sweet name,approval,mild,happiness,3,4,0
They called me the most heinous name,disgust,moderate,disgust,1,11,1
What is his name?,curiosity,mild,happiness,3,7,0
Illness,disgust,moderate,disgust,1,11,1
They used to call me,neutral,mild,neutral,4,20,0
Amora?,curiosity,mild,happiness,3,7,0
And in the name of Amora?,curiosity,mild,happiness,3,7,0
I know this medium,realization,mild,surprise,6,23,0
In a matter in Amora,neutral,mild,neutral,4,20,0
"Oh, but it is an issue",neutral,mild,neutral,4,20,0
"Praise be to God, they are frank",gratitude,mild,happiness,3,15,0
"Although it is far from me, but OK",neutral,mild,neutral,4,20,0
"No, Hi, the first time",nervousness,mild,fear,2,19,0
I am also the first time,nervousness,mild,fear,2,19,0
How do you see the experience?,curiosity,mild,happiness,3,7,0
موترة شوي بصراحة,nervousness,moderate,fear,2,19,1
But it means,neutral,mild,neutral,4,20,0
"Is it difficult, right?",curiosity,mild,happiness,3,7,0
But Hassan started to spoil Shui with words,annoyance,mild,anger,0,3,0
Come on,neutral,mild,neutral,4,20,0
Nazi Mushroom Sob,confusion,mild,surprise,6,6,0
The mushrooms?,curiosity,mild,happiness,3,7,0
"No, I do not have a sense of mushroom",neutral,mild,neutral,4,20,0
Do you have a sensory of mushrooms?,curiosity,mild,happiness,3,7,0
I am not very much,neutral,mild,neutral,4,20,0
Do you take my goodness?,curiosity,mild,happiness,3,7,0
Tomito Subb,neutral,mild,neutral,4,20,0
Four,neutral,mild,neutral,4,20,0
Experiences?,curiosity,mild,happiness,3,7,0
Substitute,neutral,mild,neutral,4,20,0
عادي والحساسية بتاعتي؟,curiosity,mild,happiness,3,7,0
"Oh right, I forgot me",realization,mild,surprise,6,23,0
selfish,disapproval,mild,disgust,1,10,0
Syrian,neutral,mild,neutral,4,20,0
"No, I did not forget",neutral,mild,neutral,4,20,0
"I mean, normal",neutral,mild,neutral,4,20,0
"Medicine, give it to you",caring,mild,happiness,3,5,0
There is no need,neutral,mild,neutral,4,20,0
I burned it or what?,confusion,mild,surprise,6,6,0
"Oh, I forgot",realization,mild,surprise,6,23,0
I felt my current problem,neutral,mild,neutral,4,20,0
"No, no, never",neutral,mild,neutral,4,20,0
There is no problem,neutral,mild,neutral,4,20,0
Are you seeing the Segum that we have?,curiosity,mild,happiness,3,7,0
dream guy و dream girl,curiosity,mild,happiness,3,7,0
Tell me more about your dream girl,curiosity,moderate,happiness,3,7,1
I know that you are,neutral,mild,neutral,4,20,0
بتحس إنه ممكن,curiosity,mild,happiness,3,7,0
I know I am a strong Virgo,pride,mild,happiness,3,22,0
About us frank problems and a psychological contract,confusion,moderate,surprise,6,6,1
Are you recognized?,curiosity,mild,happiness,3,7,0
Normal like that?,confusion,mild,surprise,6,6,0
"I mean, yes",neutral,mild,neutral,4,20,0
Medicine of speech,confusion,mild,surprise,6,6,0
إنه إحنا برج العذراء شوي صعبين,pride,mild,happiness,3,22,0
I am not a compliment to violin,confusion,moderate,surprise,6,6,1
But times you work for me,approval,mild,happiness,3,4,0
This is a sweet need that you are direct,admiration,mild,happiness,3,0,0
أنا حاسك إنت اللي مش direct,disapproval,mild,disgust,1,10,0
I am not Direct?,confusion,mild,surprise,6,6,0
You love damage and rotate,disapproval,moderate,disgust,1,10,1
Yulini is not solely,confusion,mild,surprise,6,6,0
"Ok, do you feel easy or difficult?",curiosity,mild,happiness,3,7,0
"Ok, I ask you a question",neutral,mild,neutral,4,20,0
You are a girl ..,neutral,mild,neutral,4,20,0
OKD I ask you a question,neutral,mild,neutral,4,20,0
Tell me the attributes of your dream girl,curiosity,moderate,happiness,3,7,1
يكون جدع دي أهم حاجة,approval,moderate,happiness,3,4,1
He will respect me very much and respect my very very much,desire,moderate,happiness,3,8,1
And he will be known to express his feelings,desire,mild,happiness,3,8,0
I don't know my logos,confusion,mild,surprise,6,6,0
I am learning,optimism,mild,happiness,3,21,0
لما الواحد بيأخذ على الإنسان اللي قدامه,realization,mild,surprise,6,23,0
It begins that it is Open up more,optimism,mild,happiness,3,21,0
He shares the most feelings,caring,mild,happiness,3,5,0
"Oh, you can help me from Hasa",curiosity,mild,happiness,3,7,0
We will try to try,optimism,mild,happiness,3,21,0
"Medicine, as a form",confusion,mild,surprise,6,6,0
"Imagine, for example, your dream girl is working?",curiosity,moderate,happiness,3,7,1
I love the girl to be beautiful,desire,moderate,happiness,3,8,1
"Let us say, I mean, the color of her hair is tree",curiosity,mild,happiness,3,7,0
Eyes are not normal colored,curiosity,mild,happiness,3,7,0
"I don't like the eyes, not colored",disapproval,mild,disgust,1,10,0
Jim is playing,neutral,mild,neutral,4,20,0
Her personality is fun and sweet,admiration,moderate,happiness,3,0,1
Heck means,confusion,mild,surprise,6,6,0
Perfect means,admiration,mild,happiness,3,0,0
Not perfect means normal possible,neutral,mild,neutral,4,20,0
"For me, I am important for me, I mean a lot",pride,moderate,happiness,3,22,1
Beauty is important,desire,moderate,happiness,3,8,1
But as much as Achille Hai or Hai,confusion,mild,surprise,6,6,0
Are you playing Jim?,curiosity,mild,happiness,3,7,0
Little,neutral,mild,neutral,4,20,0
"Do you care about the eating system, follow you?",curiosity,mild,happiness,3,7,0
Or the diet let us tell us,curiosity,mild,happiness,3,7,0
بص مش دايماً,neutral,mild,neutral,4,20,0
يعني الواحد برضو بيجي عليه فترة بيكون عايز يأكل يعني يبسط,desire,mild,happiness,3,8,0
"Oh, I mean, are you cheating a little?",curiosity,mild,happiness,3,7,0
In a problem?,curiosity,mild,happiness,3,7,0
"No, I just asked",neutral,mild,neutral,4,20,0
I see myself Balanced is satisfied,pride,mild,happiness,3,22,0
But you mean very bold,surprise,mild,surprise,6,27,0
فيه ولد يسأل بنت سؤال زي ده,disapproval,mild,disgust,1,10,0
I told you that I am honest,pride,mild,happiness,3,22,0
"Fast, but I know, and I do not know anything about you",confusion,mild,surprise,6,6,0
"But I am not, but",confusion,mild,surprise,6,6,0
"I am not afraid that I am, for example, judge you if you are",neutral,mild,neutral,4,20,0
"Rude, Juven or C and Coast",disapproval,mild,disgust,1,10,0
I am joking,amusement,mild,happiness,3,1,0
What do you ask me? You asked me,confusion,mild,surprise,6,6,0
I ask you a question,neutral,mild,neutral,4,20,0
الواحد لما يكون بدايت بيحكي كل إشي جدي ولا بيمزح؟,curiosity,mild,happiness,3,7,0
You are not kidding now,annoyance,mild,anger,0,3,0
for him?,confusion,mild,surprise,6,6,0
خلاص نقفل الموضوع ده لو سمحت,annoyance,mild,anger,0,3,0
"Hi, a big problem, frankly",annoyance,moderate,anger,0,3,1
What is the Red Flags you have on the young man?,curiosity,mild,happiness,3,7,0
It is an end to an end,neutral,mild,neutral,4,20,0
Off,neutral,mild,neutral,4,20,0
طب أنا هذا اللي سويته قبل شوي؟,confusion,mild,surprise,6,6,0
"Oh, with the dumbbell",neutral,mild,neutral,4,20,0
But you understood me wrong,neutral,mild,neutral,4,20,0
What is awake,confusion,mild,surprise,6,6,0
You have to give me a field that I explain,neutral,mild,neutral,4,20,0
The idea of ​​the plain Diet Show is that we know yet,curiosity,mild,happiness,3,7,0
Without seeing each other,neutral,mild,neutral,4,20,0
You enriched the topic and an album,approval,mild,happiness,3,4,0
Are you betrayal?,curiosity,mild,happiness,3,7,0
يا سارة أنا آسف بس يعني ممكن عشان البلاين ديت مش بتعود,neutral,mild,neutral,4,20,0
You want to walk the topic to me,curiosity,mild,happiness,3,7,0
"No salvation, there is no problem, good",relief,mild,happiness,3,24,0
De Green Flag I apologize,neutral,mild,neutral,4,20,0
Of course?,curiosity,mild,happiness,3,7,0
"I mean, I am an inspector of Red Flags",pride,mild,happiness,3,22,0
Text text is not able to tell you oh,confusion,mild,surprise,6,6,0
Should we fix it,curiosity,mild,happiness,3,7,0
Salvation and we look,neutral,mild,neutral,4,20,0
"After that, I love Egypt, Sarah, I mean, frankly",love,mild,happiness,3,18,0
seriously?,curiosity,mild,happiness,3,7,0
What do you like?,curiosity,mild,happiness,3,7,0
Cairo is crazy,amusement,moderate,happiness,3,1,1
And its people crazy,amusement,moderate,happiness,3,1,1
"Ok, I mean, can you love me more in Egypt?",curiosity,mild,happiness,3,7,0
يعني هنشوف الموضوع ده,neutral,mild,neutral,4,20,0
hopefully,optimism,mild,happiness,3,21,0
"Ok, by telling you, Sarah",neutral,mild,neutral,4,20,0
"Yes, good",approval,mild,happiness,3,4,0
You gave me a rit?,confusion,mild,surprise,6,6,0
Frankly text text,neutral,mild,neutral,4,20,0
فيه حاجات اتفقنا فيها,neutral,mild,neutral,4,20,0
وفيه حاجات اختلفنا فيها,neutral,mild,neutral,4,20,0
But this is the first segment,neutral,mild,neutral,4,20,0
It is possible for your degrees to improve over another,optimism,mild,happiness,3,21,0
I gave you a good Rate,approval,mild,happiness,3,4,0
"Walk, we see",neutral,mild,neutral,4,20,0
"OK, I am frankly",neutral,mild,neutral,4,20,0
Uncle be a grill,neutral,mild,neutral,4,20,0
Btchini Zanh?,confusion,mild,surprise,6,6,0
No new word is up to me,confusion,mild,surprise,6,6,0
Zanhi means tick,neutral,mild,neutral,4,20,0
vapid?,confusion,mild,surprise,6,6,0
Known,neutral,mild,neutral,4,20,0
Hassan I heard it from an Egyptian,neutral,mild,neutral,4,20,0
"Do you know, this is the hook, followed the sardines?",curiosity,mild,happiness,3,7,0
between?,confusion,mild,surprise,6,6,0
From a,neutral,mild,neutral,4,20,0
He is a heck that tells him a tone,neutral,mild,neutral,4,20,0
إنه عم بكون تجيل دم شوي,neutral,mild,neutral,4,20,0
We are trying to be understanding with each other,caring,mild,happiness,3,5,0
You learn to talk about the money,neutral,mild,neutral,4,20,0
God is important,neutral,mild,neutral,4,20,0
Fear in the task along,fear,mild,fear,2,14,0
Important Al -Masari explicitly,neutral,mild,neutral,4,20,0
I helped a lot that he builds the personality of the one,pride,mild,happiness,3,22,0
It builds his future,optimism,mild,happiness,3,21,0
A sense that if a person,neutral,mild,neutral,4,20,0
You will not be to the material,neutral,mild,neutral,4,20,0
"But the material is very important, I mean",realization,mild,surprise,6,23,0
"Sure, it is helping with his consent",approval,mild,happiness,3,4,0
"But you are, for example, you see",neutral,mild,neutral,4,20,0
If we are on a date,neutral,mild,neutral,4,20,0
I see who is supposed to take care of the appointment,curiosity,mild,happiness,3,7,0
"I mean, for me, I am sure the young man",neutral,mild,neutral,4,20,0
Frankly,neutral,mild,neutral,4,20,0
I see this with his consent,neutral,mild,neutral,4,20,0
With a sense that this is an expression of being it,realization,mild,surprise,6,23,0
Official,neutral,mild,neutral,4,20,0
But that is like that,neutral,mild,neutral,4,20,0
وكده كده لازم أرده له في يومها,optimism,moderate,happiness,3,21,1
Possible best for me frankly,optimism,mild,happiness,3,21,0
"It is, for example, I looked at me",curiosity,mild,happiness,3,7,0
"Sure, I will pay",optimism,moderate,happiness,3,21,1
But you can be in your mind that I have brought you a gift,caring,mild,happiness,3,5,0
لو صغيرة أو معنوية ما عنديش مشكلة,caring,mild,happiness,3,5,0
"But it is Hi, I see her sweet thing, I mean",admiration,mild,happiness,3,0,0
I am married,neutral,mild,neutral,4,20,0
I do not know that you are in Egypt other than us,confusion,mild,surprise,6,6,0
We have a young man who pays every need,admiration,mild,happiness,3,0,0
Strong sweet medicine,admiration,mild,happiness,3,0,0
His consent,neutral,mild,neutral,4,20,0
I will ask you about the question of Hasuna,curiosity,mild,happiness,3,7,0
"Oh Hassona, I loved",love,mild,happiness,3,18,0
Ayou Hasuna,neutral,mild,neutral,4,20,0
"By God, we are not expressing a sweet place openly",embarrassment,mild,fear,2,12,0
مش حسونا بس,neutral,mild,neutral,4,20,0
also?,curiosity,mild,happiness,3,7,0
The residence will increase,optimism,mild,happiness,3,21,0
"Oh, I feel like this",realization,mild,surprise,6,23,0
"I am strong, I mean",pride,mild,happiness,3,22,0
He asked me questions,curiosity,mild,happiness,3,7,0
You said it is in the cholester,confusion,mild,surprise,6,6,0
الولد هو اللي بيشيل الليلة كلها,admiration,moderate,happiness,3,0,1
Do you stay after marriage?,curiosity,mild,happiness,3,7,0
"The boy, with his consent, preferable",approval,mild,happiness,3,4,0
And do you start the rest of the world is divided,confusion,mild,surprise,6,6,0
What is between them are the two,neutral,mild,neutral,4,20,0
"I mean, see people in it",curiosity,mild,happiness,3,7,0
It agrees with some that it does not,confusion,mild,surprise,6,6,0
We are after marriage,neutral,mild,neutral,4,20,0
We divide you to eat,neutral,mild,neutral,4,20,0
I am at home,neutral,mild,neutral,4,20,0
Wallolad said,neutral,mild,neutral,4,20,0
And in it people does not say you,confusion,mild,surprise,6,6,0
On everything,neutral,mild,neutral,4,20,0
"Oh, I do not want to know about people",annoyance,mild,anger,0,3,0
I want to know about you,curiosity,mild,happiness,3,7,0
You know you,neutral,mild,neutral,4,20,0
I am frankly,neutral,mild,neutral,4,20,0
Enjoy I am always paying,pride,mild,happiness,3,22,0
Enjoy?,curiosity,mild,happiness,3,7,0
Enjoy,neutral,mild,neutral,4,20,0
"I mean, I am enjoying what I am computer",confusion,moderate,surprise,6,6,1
"I mean, I love this feeling strong",joy,strong,happiness,3,17,2
Enjoy enjoying?,curiosity,mild,happiness,3,7,0
Oh God,surprise,moderate,surprise,6,27,1
Do not reserve you,annoyance,mild,anger,0,3,0
"No, by God, many heck",disapproval,moderate,disgust,1,10,1
Medicine is enjoying and is satisfied,approval,mild,happiness,3,4,0
مش اللي هو بقى بتقفقف,confusion,moderate,surprise,6,6,1
I am paying you this friendliness,caring,mild,happiness,3,5,0
"Medicine if I am out, for example",neutral,mild,neutral,4,20,0
"And my daughters of the girls, they sat in a certain one",neutral,mild,neutral,4,20,0
You will pay them with his consent,neutral,mild,neutral,4,20,0
"And you will not tell them, they are not held accountable",disapproval,mild,disgust,1,10,0
Shelua Skitua remained,confusion,moderate,surprise,6,6,1
I don't expect,disappointment,mild,sadness,5,9,0
But I can be held accountable for you openly,optimism,moderate,happiness,3,21,1
Very meshes,confusion,moderate,surprise,6,6,1
Very new companion,neutral,mild,neutral,4,20,0
But I am,neutral,mild,neutral,4,20,0
"Medicine, if my birthday, for example",neutral,mild,neutral,4,20,0
"Oh, I am sure, I will be held accountable for everything",nervousness,moderate,fear,2,19,1
Hahmha for her in the Egyptian?,confusion,moderate,surprise,6,6,1
You will not be her ah,disapproval,mild,disgust,1,10,0
Hosh for her in the Egyptian means,confusion,moderate,surprise,6,6,1
"I mean, the seat of the monsters",confusion,moderate,surprise,6,6,1
Put money over money over money,desire,moderate,happiness,3,8,1
عشان أجيب لك الهداية اللي أنت عايزها,caring,moderate,happiness,3,5,1
"Sarah, I have a problem, I mean, Egyptian",confusion,moderate,surprise,6,6,1
فعشان هيك مش عم بفهم كل,confusion,moderate,surprise,6,6,1
I don't want to get used to,neutral,mild,neutral,4,20,0
Will you return me?,curiosity,mild,happiness,3,7,0
"Luqnah is easy, but when you take it",neutral,mild,neutral,4,20,0
كده كده يعني,neutral,mild,neutral,4,20,0
كده كده ده كلمتي,pride,mild,happiness,3,22,0
"Hi, the word I learned new",excitement,mild,happiness,3,13,0
That's like that,neutral,mild,neutral,4,20,0
"It means her name, I do not keep balls",confusion,moderate,surprise,6,6,1
speed,neutral,mild,neutral,4,20,0
"Usually, I am difficult",pride,mild,happiness,3,22,0
I give you a gastourian,neutral,mild,neutral,4,20,0
Because you are in you and I also,neutral,mild,neutral,4,20,0
You will be surprised,surprise,moderate,surprise,6,27,1
Since I give you this irrigate Maanato,confusion,moderate,surprise,6,6,1
We are reaching a very sweet place,optimism,moderate,happiness,3,21,1
Although it was Rove Stort,neutral,mild,neutral,4,20,0
But now you are not salvation,disappointment,mild,sadness,5,9,0
"No now, we stayed, Habayeb and Zaz, strong",pride,moderate,happiness,3,22,1
"O Lord, we prefer that to the last episode",disappointment,mild,sadness,5,9,0
"No, no, we will prefer",optimism,moderate,happiness,3,21,1
We will be better than that sense,optimism,moderate,happiness,3,21,1
I am also satisfied,neutral,mild,neutral,4,20,0
Steak Treacy,neutral,mild,neutral,4,20,0
By God and his shape Zaki is strong,admiration,moderate,happiness,3,0,1
"I don’t know this, no church, or what",confusion,mild,surprise,6,6,0
No Czech,neutral,mild,neutral,4,20,0
You love the steak?,curiosity,mild,happiness,3,7,0
I love the steak very much,joy,moderate,happiness,3,17,1
Look for me if it is Zaki or not,curiosity,mild,happiness,3,7,0
Walk at night and I am also guided,neutral,mild,neutral,4,20,0
Very good,approval,mild,happiness,3,4,0
"Hassouna, you love tonight and that",curiosity,mild,happiness,3,7,0
"I do not prefer that you, for example, come out in Hadia",disapproval,mild,disgust,1,10,0
"I see in principle, I am a sense of love, frankly, frankly",love,moderate,happiness,3,18,1
seriously?,surprise,mild,surprise,6,27,0
"I mean, I loved it from you, I mean",love,mild,happiness,3,18,0
I will see a yarn with you,curiosity,mild,happiness,3,7,0
"Oh, I will try to try to see",neutral,mild,neutral,4,20,0
We drank yarn?,confusion,mild,surprise,6,6,0
I don't know we will see,neutral,mild,neutral,4,20,0
"Ok, OK, I will come to the question",neutral,mild,neutral,4,20,0
"If you are in Jordan, for example",neutral,mild,neutral,4,20,0
"I mean, with a stray and Hadi",neutral,mild,neutral,4,20,0
"If you go by land, travel by land",neutral,mild,neutral,4,20,0
I can see the stay in places,curiosity,mild,happiness,3,7,0
Try new places,curiosity,mild,happiness,3,7,0
I have to tell you Sarah,neutral,mild,neutral,4,20,0
I am as much as my friends,neutral,mild,neutral,4,20,0
طيب لما يبقى فيه بارتنير وأصحابك,neutral,mild,neutral,4,20,0
How will you work between them?,curiosity,mild,happiness,3,7,0
The two must agree with each other,neutral,mild,neutral,4,20,0
"Ok, even if not?",curiosity,mild,happiness,3,7,0
If you agree a problem,neutral,mild,neutral,4,20,0
I mean very problem,confusion,mild,surprise,6,6,0
Because I am most of my time,neutral,mild,neutral,4,20,0
"I mean, for example, if I work",neutral,mild,neutral,4,20,0
"I need the end of the night, I see my friends",desire,mild,happiness,3,8,0
How do we have coffee?,curiosity,mild,happiness,3,7,0
almost,neutral,mild,neutral,4,20,0
"In Jordan, what is the identifier other than coffee?",curiosity,mild,happiness,3,7,0
"A throat, we can explicitly work",neutral,mild,neutral,4,20,0
Barbico Knight,neutral,mild,neutral,4,20,0
Can we sit,curiosity,mild,happiness,3,7,0
Can we work a university,curiosity,mild,happiness,3,7,0
"I mean, can I come?",curiosity,mild,happiness,3,7,0
"Oh, of course, can you come",approval,mild,happiness,3,4,0
"You need to come at all, Sarah",caring,mild,happiness,3,5,0
We did not become with some salvation,confusion,moderate,surprise,6,6,1
"I mean, we do not produce the place sweet",disappointment,mild,sadness,5,9,0
"Of course, I have a question",curiosity,mild,happiness,3,7,0
"I have a question, ask her",curiosity,mild,happiness,3,7,0
What is the perfect date in your brain?,curiosity,mild,happiness,3,7,0
"I mean, if you are clear, a girl who admires her is very, very, very much",admiration,strong,happiness,3,0,2
Other than you?,curiosity,mild,happiness,3,7,0
Where are you? Will it be how?,confusion,mild,surprise,6,6,0
If there is Perfect Date,curiosity,mild,happiness,3,7,0
I can scrub it means,confusion,mild,surprise,6,6,0
ممكن يكون فيه,neutral,mild,neutral,4,20,0
What remains?,curiosity,mild,happiness,3,7,0
I have sudden surprises,excitement,moderate,happiness,3,13,1
wow,surprise,mild,surprise,6,27,0
"I mean, I can think about the topic if you are with a suitable person",curiosity,mild,happiness,3,7,0
صراحة ممكن أعمل مفاجآت ما حدا بيسويها,excitement,moderate,happiness,3,13,1
طب زي إيه؟ قولي بقى يعني عايز أمثال واحد,curiosity,mild,happiness,3,7,0
"I mean, she can be, she wants to go on a specific traveler",desire,mild,happiness,3,8,0
"I book her Tikt and give her a lot of sweet way, I mean",caring,moderate,happiness,3,5,1
طيب ممكن تعمل حاجة بقى,curiosity,mild,happiness,3,7,0
"For example, Skidiping",curiosity,mild,happiness,3,7,0
Dream Burke,curiosity,mild,happiness,3,7,0
Neither the needs of that nor what?,confusion,mild,surprise,6,6,0
I am a person who loves Adventures a lot,pride,moderate,happiness,3,22,1
It means if she loves Adventures for sure,curiosity,mild,happiness,3,7,0
I myself go to Hiking,pride,mild,happiness,3,22,0
Heken?,confusion,mild,surprise,6,6,0
I love adventures,pride,moderate,happiness,3,22,1
"I will leave you with me adventures, I mean",excitement,moderate,happiness,3,13,1
"If you love, of course",caring,mild,happiness,3,5,0
Unless I love I love,love,mild,happiness,3,18,0
You can be Life Style followed us,optimism,mild,happiness,3,21,0
"Soso, what do you do Soso?",curiosity,mild,happiness,3,7,0
Soso?,curiosity,mild,happiness,3,7,0
The beache?,curiosity,mild,happiness,3,7,0
Hassona is the sweetest check,admiration,mild,happiness,3,0,0
Ok Sarah,neutral,mild,neutral,4,20,0
See something other than,curiosity,mild,happiness,3,7,0
It is I know your truth is the truth,realization,mild,surprise,6,23,0
"She is Sarah, she is Sarah",neutral,mild,neutral,4,20,0
Sarah concluded,neutral,mild,neutral,4,20,0
Take Points to try,curiosity,mild,happiness,3,7,0
One second,neutral,mild,neutral,4,20,0
خد الوردة عشان حاولت,caring,mild,happiness,3,5,0
I loved,joy,moderate,happiness,3,17,1
"Hi, it is a development of me",pride,moderate,happiness,3,22,1
أنا مبسوط بالتطور اللي جاعد بيصير في عملي,joy,moderate,happiness,3,17,1
As long as it improves performance,optimism,mild,happiness,3,21,0
You're nicer remains a conclusion,approval,mild,happiness,3,4,0
What do you think about,curiosity,mild,happiness,3,7,0
long distance,neutral,mild,neutral,4,20,0
Since I mean,neutral,mild,neutral,4,20,0
In Jordan,neutral,mild,neutral,4,20,0
She lives in Egypt,neutral,mild,neutral,4,20,0
فبحس الموضوع شوي,confusion,mild,surprise,6,6,0
I am for me,neutral,mild,neutral,4,20,0
هيكون صعب علي شوي,nervousness,moderate,fear,2,19,1
What do you think about it?,curiosity,mild,happiness,3,7,0
I will also be very difficult,nervousness,moderate,fear,2,19,1
I miss you strong,sadness,strong,sadness,5,26,2
فيه حاجات كتير قوي,neutral,mild,neutral,4,20,0
Can you solve,curiosity,mild,happiness,3,7,0
وأجازات بقى وكده,neutral,mild,neutral,4,20,0
Not enough,disappointment,moderate,sadness,5,9,1
"I mean, we are with some more",neutral,mild,neutral,4,20,0
Can you travel to Jordan?,curiosity,mild,happiness,3,7,0
As a visit,neutral,mild,neutral,4,20,0
if,neutral,mild,neutral,4,20,0
"I do not lie to you, frankly, you feel us",confusion,mild,surprise,6,6,0
Oh?,surprise,mild,surprise,6,27,0
But I can't live in Egypt,disappointment,moderate,sadness,5,9,1
By the way,neutral,mild,neutral,4,20,0
Jordan is very sweet,admiration,mild,happiness,3,0,0
Very stagnation,disapproval,moderate,disgust,1,10,1
But I live in Egypt,neutral,mild,neutral,4,20,0
difficult,neutral,mild,neutral,4,20,0
But see this topic,neutral,mild,neutral,4,20,0
"I mean, simple",neutral,mild,neutral,4,20,0
"We have a solution to the other, I mean",optimism,mild,happiness,3,21,0
maybe,neutral,mild,neutral,4,20,0
Easy things,optimism,mild,happiness,3,21,0
كده كده هنلاجي له حل,optimism,mild,happiness,3,21,0
God,admiration,mild,happiness,3,0,0
Ritz,neutral,mild,neutral,4,20,0
Imjayer,neutral,mild,neutral,4,20,0
By the way I am,neutral,mild,neutral,4,20,0
Positive,optimism,mild,happiness,3,21,0
I do not expect more than me explicitly,disappointment,mild,sadness,5,9,0
Oh peace,admiration,mild,happiness,3,0,0
"I am young, so I don’t know",confusion,mild,surprise,6,6,0
I cross more than that,pride,mild,happiness,3,22,0
"For me, I am important",pride,moderate,happiness,3,22,1
Today,neutral,mild,neutral,4,20,0
I was given an increase,joy,moderate,happiness,3,17,1
Me too,neutral,mild,neutral,4,20,0
Burda or without a rose?,curiosity,mild,happiness,3,7,0
"The rose is on the table, meaning",neutral,mild,neutral,4,20,0
مش عارف كده,confusion,mild,surprise,6,6,0
Possible by or not,confusion,mild,surprise,6,6,0
"Originally, I gave it to the table, so I said, I mean",neutral,mild,neutral,4,20,0
"Hi from you, not to be stuffed",disapproval,mild,disgust,1,10,0
Two customs?,curiosity,mild,happiness,3,7,0
I am very careful in the details,pride,moderate,happiness,3,22,1
dangerous,fear,mild,fear,2,14,0
Urbanization,neutral,mild,neutral,4,20,0
We attended the last episode,neutral,mild,neutral,4,20,0
Form,neutral,mild,neutral,4,20,0
How will it be?,curiosity,mild,happiness,3,7,0
"Seriously, I don't know",confusion,moderate,surprise,6,6,1
But your hair is brown,neutral,mild,neutral,4,20,0
brown?,curiosity,mild,happiness,3,7,0
Getbon,neutral,mild,neutral,4,20,0
"Ok, and you think about my shape, how?",curiosity,moderate,happiness,3,7,1
I am frankly expected sweet,pride,mild,happiness,3,22,0
You have a right,approval,mild,happiness,3,4,0
Your hair is black possible,curiosity,mild,happiness,3,7,0
Your eyes are brown,neutral,mild,neutral,4,20,0
Not all true,disapproval,mild,disgust,1,10,0
Text text?,curiosity,mild,happiness,3,7,0
We discover a bit with each other,curiosity,mild,happiness,3,7,0
"Hi, how much do you tell William words",curiosity,mild,happiness,3,7,0
I tell Egyptian words in it good,pride,mild,happiness,3,22,0
This is how it remained,neutral,mild,neutral,4,20,0
"Say you, Sarah",neutral,mild,neutral,4,20,0
Do you think we look together again?,curiosity,mild,happiness,3,7,0
Talaat sweet strong,admiration,mild,happiness,3,0,0
In the news,neutral,mild,neutral,4,20,0
مش كله مع بعض كتير,neutral,mild,neutral,4,20,0
"I mean, it is on the shore",neutral,mild,neutral,4,20,0
But it is black with brown,neutral,mild,neutral,4,20,0
Yas gave you the news,neutral,mild,neutral,4,20,0
بس إحنا شوي كانت بالبداية صعبة,annoyance,mild,anger,0,3,0
بس عشان,neutral,mild,neutral,4,20,0
But salvation,relief,mild,happiness,3,24,0
"When the reservation bridle was concluded, the topic became easy",relief,mild,happiness,3,24,0
Why did you say Yas?,curiosity,mild,happiness,3,7,0
The topic has become much easier and sweeter,relief,mild,happiness,3,24,0
Disagree,disapproval,mild,disgust,1,10,0
And you came up with a sweet dimension,admiration,mild,happiness,3,0,0
Vancio,neutral,mild,neutral,4,20,0
This is a good thing,approval,mild,happiness,3,4,0
We are also violin,neutral,mild,neutral,4,20,0
Fahi Yas is perfect,admiration,mild,happiness,3,0,0
Mohammed,neutral,mild,neutral,4,20,0
Mohammed?,curiosity,mild,happiness,3,7,0
"Just tell me Sabbagh, I mean",neutral,mild,neutral,4,20,0
How did you see?,curiosity,mild,happiness,3,7,0
It was sweet,admiration,mild,happiness,3,0,0
But it remained sweet,admiration,mild,happiness,3,0,0
Two Egyptian dimensions and Jordan,neutral,mild,neutral,4,20,0
"Oh, but I learned",realization,mild,surprise,6,23,0
"Hessa, we will see you",neutral,mild,neutral,4,20,0
"Oh, your voice is good",admiration,mild,happiness,3,0,0
"Hi, the word means considered",neutral,mild,neutral,4,20,0
Vanguard,neutral,mild,neutral,4,20,0
And you learned what?,curiosity,mild,happiness,3,7,0
God is a strong sweet shape,admiration,mild,happiness,3,0,0
Then I felt at the beginning,realization,mild,surprise,6,23,0
We were many,neutral,mild,neutral,4,20,0
Do you take the topic seriously and,curiosity,mild,happiness,3,7,0
You felt was a job,confusion,mild,surprise,6,6,0
I don't know,confusion,moderate,surprise,6,6,1
But I knew,realization,mild,surprise,6,23,0
Do not kill me eh,fear,moderate,fear,2,14,1
Yalla Benni,neutral,mild,neutral,4,20,0
Elderm,neutral,mild,neutral,4,20,0
You killed me six,anger,moderate,anger,0,2,1
I don't give you five,annoyance,mild,anger,0,3,0
Why did you kill me five?,confusion,moderate,surprise,6,6,1
يعني حسيت لسه كنا,confusion,mild,surprise,6,6,0
آه فيه تنشن فبلش تخف,relief,mild,happiness,3,24,0
"Do you see the routers, Nahiha, to become",confusion,moderate,surprise,6,6,1
"But money, I just killed you?",confusion,moderate,surprise,6,6,1
